t,l_j1,l_j2,l_j3,l_j4,l_j5,l_j6,l_j7,r_j1,r_j2,r_j3,r_j4,r_j5,r_j6,r_j7
8.730,144.022,143.817,181.177,144.674,143.716,144.268,143.939,144.186,144.363,144.392,144.533,226.350,144.154,144.711
8.735,144.247,144.460,181.154,144.036,144.548,145.094,143.934,145.122,144.843,144.344,144.157,226.350,144.397,144.678
8.740,145.438,144.969,181.121,145.250,145.383,145.082,145.152,144.563,145.236,145.034,145.230,192.980,145.369,144.580
8.745,144.451,145.306,181.211,145.134,145.005,144.938,144.702,145.013,145.074,145.350,145.476,192.980,145.450,144.923
8.750,144.958,145.174,181.227,145.462,145.011,144.969,145.074,145.230,144.879,145.472,144.762,192.980,145.899,144.941
8.755,145.137,144.550,181.249,145.418,144.081,145.202,144.766,145.100,144.738,145.433,144.519,192.980,145.026,144.961
8.760,146.075,145.440,181.154,145.713,145.758,0.000,145.435,146.173,146.227,145.844,146.024,271.848,145.742,145.662
8.765,145.777,145.779,181.339,145.645,146.030,146.358,146.048,146.006,146.070,145.452,145.687,271.848,145.854,145.629
8.770,145.512,145.930,181.290,145.501,146.133,145.542,145.853,145.931,145.587,145.506,145.250,271.848,146.009,145.888
8.775,145.989,146.119,181.117,145.728,145.968,145.763,145.932,145.656,145.616,146.230,145.211,271.848,145.410,145.944
8.780,146.594,146.071,181.214,146.226,146.358,146.414,146.154,146.205,146.292,146.434,146.396,86.384,146.701,146.282
8.785,145.903,146.382,181.174,146.652,146.847,146.521,146.641,146.217,146.487,146.998,146.082,86.384,147.073,146.282
8.790,146.444,147.139,181.209,146.752,146.658,146.338,146.599,146.311,146.110,146.143,146.383,86.384,146.384,146.131
8.795,145.920,146.457,181.155,147.186,146.108,146.111,146.345,146.334,146.858,145.673,146.272,86.384,146.348,146.502
8.800,146.258,146.759,181.236,147.299,146.850,147.069,147.066,146.911,147.060,146.661,146.915,185.993,147.147,146.364
8.805,146.742,146.507,181.174,147.090,146.821,147.082,147.225,147.166,146.841,147.542,147.086,185.993,146.792,146.783
8.810,146.760,147.168,181.163,147.065,147.348,146.851,147.146,146.999,146.853,146.379,147.126,185.993,147.474,147.468
8.815,146.407,147.311,181.169,147.341,147.031,147.062,147.063,147.005,146.811,147.061,146.566,185.993,146.970,147.208
8.820,148.146,147.363,181.216,147.228,147.733,147.769,147.958,148.063,147.994,148.041,147.316,282.203,147.256,147.830
8.825,147.205,147.846,181.160,147.452,147.399,148.001,147.579,147.826,147.236,147.596,148.154,282.203,147.688,147.562
8.830,147.706,147.928,181.253,147.695,146.949,147.568,148.133,147.424,147.589,147.514,147.153,282.203,147.793,147.669
8.835,147.811,148.024,181.259,147.605,147.097,147.982,147.832,147.370,147.598,147.703,148.052,282.203,147.727,147.598
8.840,148.742,148.300,181.276,147.836,148.297,148.058,148.238,148.254,148.091,148.204,148.169,146.583,149.022,148.040
8.845,147.997,148.019,181.208,148.578,148.347,148.379,148.114,148.426,147.650,147.757,148.111,146.583,147.883,148.002
8.850,148.577,147.879,181.209,148.254,147.809,147.807,147.674,147.697,147.840,148.065,147.591,146.583,147.928,148.581
8.855,147.764,148.372,181.218,148.261,148.202,147.375,147.955,148.220,148.130,148.474,147.665,146.583,147.938,148.297
8.860,148.532,148.132,181.088,148.807,148.381,148.709,148.508,148.453,148.122,148.107,149.015,191.222,148.281,148.805
8.865,148.425,148.996,181.153,148.694,148.012,149.081,148.724,148.456,148.728,148.652,148.608,191.222,148.500,148.249
8.870,148.248,148.729,181.209,148.767,148.715,148.676,148.828,148.466,148.789,148.751,148.424,191.222,148.558,149.160
8.875,148.646,148.455,181.230,149.086,147.721,0.000,148.578,149.133,148.191,148.019,148.746,191.222,148.634,149.097
8.880,149.496,148.374,181.202,148.812,148.674,148.708,149.176,148.338,149.439,149.380,148.653,140.767,148.812,148.473
8.885,149.559,148.663,181.205,149.087,149.439,148.831,149.202,148.958,149.055,149.173,149.009,140.767,148.348,149.269
8.890,149.132,148.468,181.195,148.784,148.344,148.821,148.934,149.028,148.690,148.815,149.506,140.767,148.498,148.412
8.895,148.594,148.597,181.140,149.232,148.762,149.150,148.600,149.082,148.197,148.873,149.022,140.767,149.265,149.016
8.900,149.015,149.383,181.227,149.602,149.229,0.000,148.899,149.264,149.406,149.309,149.239,37.602,149.184,149.116
8.905,149.435,149.912,181.186,148.727,149.319,149.925,149.451,149.221,148.876,148.653,148.861,37.602,149.737,149.992
8.910,149.427,148.926,181.213,149.327,148.935,149.375,149.487,149.500,149.398,149.444,149.468,37.602,149.352,149.425
8.915,149.424,148.993,181.281,149.319,149.132,148.899,148.996,149.189,149.012,148.933,148.715,37.602,149.392,149.139
8.920,149.440,150.127,181.292,149.815,149.832,149.443,149.577,149.744,149.809,149.913,149.292,269.751,149.867,149.532
8.925,149.251,149.532,181.315,149.444,149.425,149.749,149.544,149.459,149.838,149.879,149.734,269.751,149.571,148.530
8.930,149.657,149.610,181.170,149.756,149.778,149.747,149.728,149.597,149.429,149.888,149.759,269.751,149.256,149.583
8.935,149.515,149.295,181.246,149.377,149.311,148.537,149.323,149.717,149.716,149.665,148.952,269.751,149.868,148.935
8.940,150.151,150.185,181.145,149.617,149.369,150.130,149.292,149.929,149.728,149.145,150.051,289.113,150.300,149.640
8.945,149.522,149.739,181.090,149.276,149.877,149.194,150.040,149.692,150.029,149.939,149.585,289.113,150.082,149.642
8.950,149.983,149.942,181.147,149.758,149.698,149.547,149.662,149.393,149.535,150.087,149.674,289.113,149.871,150.070
8.955,150.135,149.963,181.225,149.776,150.234,149.356,150.063,149.891,149.643,149.243,149.686,289.113,149.721,149.487
8.960,150.469,150.327,181.125,149.635,150.020,149.413,149.865,149.674,149.662,149.577,150.519,122.140,150.175,149.967
8.965,150.464,149.986,181.335,150.180,149.996,149.452,150.118,150.184,149.492,149.663,149.848,122.140,149.220,150.061
8.970,149.571,149.687,181.232,150.309,149.394,149.433,149.789,149.664,149.653,150.130,149.615,122.140,149.805,150.523
8.975,149.527,150.029,181.145,150.135,150.094,150.235,150.038,150.162,149.827,150.035,149.839,122.140,149.932,150.019
8.980,150.012,149.930,181.225,149.913,150.046,149.622,149.909,149.683,149.685,149.973,150.232,186.685,149.684,150.081
8.985,149.708,149.427,181.156,150.093,150.258,149.697,149.571,149.580,150.580,149.868,149.882,186.685,149.997,149.720
8.990,149.257,149.769,181.225,150.293,150.306,150.056,149.675,149.999,149.366,150.203,149.701,186.685,149.747,149.690
8.995,150.410,149.494,181.136,149.999,150.123,150.087,150.081,150.656,149.764,150.220,149.681,186.685,149.989,150.482
9.000,150.148,149.930,181.168,150.109,150.009,149.991,149.951,150.517,150.272,149.827,150.270,128.809,149.983,149.779
9.005,150.307,149.836,181.171,149.896,150.065,0.000,149.658,149.732,150.162,150.477,150.439,128.809,149.717,150.189
9.010,150.055,149.871,181.152,150.087,149.724,150.110,149.205,149.851,149.678,149.733,149.829,128.809,149.968,150.126
9.015,150.350,149.483,181.104,150.360,150.050,149.856,149.835,150.014,150.177,150.161,149.470,128.809,150.073,149.855
9.020,150.050,150.109,181.210,149.858,149.559,149.257,149.924,150.207,150.083,149.926,149.770,99.160,149.853,149.748
9.025,150.014,150.000,181.182,150.053,149.311,150.374,149.471,150.289,149.814,150.206,150.263,99.160,150.135,149.974
9.030,150.546,150.265,181.250,149.766,149.923,150.571,149.911,149.641,149.861,149.870,149.452,99.160,150.381,149.793
9.035,149.625,149.587,181.011,149.675,149.544,150.307,149.752,149.982,149.808,149.887,150.242,99.160,149.288,150.155
9.040,150.044,149.706,181.233,149.874,149.754,149.284,149.712,149.798,150.145,150.189,150.227,148.015,149.724,149.738
9.045,149.409,149.656,181.207,149.765,149.384,149.949,149.540,149.780,149.853,149.606,149.882,148.015,149.435,149.620
9.050,150.331,149.991,181.287,149.960,149.822,150.178,149.720,149.860,150.195,149.798,149.830,148.015,149.540,150.021
9.055,149.814,149.646,181.179,150.057,149.853,149.645,150.035,149.582,149.637,149.902,150.315,148.015,149.948,150.212
9.060,149.373,149.869,181.180,149.404,149.902,150.135,150.054,150.016,149.958,149.803,149.938,44.017,150.083,149.761
9.065,149.190,149.375,181.212,149.730,149.264,149.907,150.114,149.235,149.814,149.892,149.386,44.017,149.909,149.662
9.070,149.668,149.838,181.195,149.849,149.259,149.207,149.579,149.795,149.749,149.418,149.653,44.017,149.958,149.414
9.075,150.324,149.750,181.190,149.750,150.162,149.095,149.514,149.333,149.436,149.636,149.964,44.017,149.964,149.793
9.080,149.675,149.485,181.255,149.943,149.727,150.469,149.429,149.483,149.435,149.597,150.012,246.773,149.162,149.118
9.085,149.058,149.445,181.236,148.872,149.010,149.353,149.308,149.568,149.378,149.646,149.878,246.773,149.425,149.281
9.090,148.913,149.469,181.141,149.906,149.095,149.875,149.815,149.530,149.534,149.950,149.184,246.773,149.645,149.346
9.095,150.376,149.784,181.184,149.912,149.771,149.510,149.687,149.727,149.280,149.585,149.541,246.773,149.581,149.996
9.100,149.087,149.539,181.260,149.367,148.924,148.843,149.356,149.173,149.249,149.319,149.113,105.459,149.598,149.718
9.105,148.816,149.504,181.177,148.584,149.505,149.279,149.508,149.315,149.115,149.077,149.146,105.459,149.486,149.635
9.110,149.300,149.276,181.230,149.600,149.508,149.309,149.110,149.161,148.656,149.366,149.360,105.459,150.155,148.377
9.115,149.433,149.080,181.214,149.128,149.719,149.800,148.971,149.449,149.286,149.576,149.623,105.459,149.362,149.446
9.120,149.410,148.728,181.111,149.420,148.847,148.522,148.872,148.392,149.290,149.296,149.028,252.523,148.600,149.159
9.125,148.874,148.834,181.223,149.171,148.662,148.793,148.834,149.047,148.910,148.484,148.176,252.523,148.957,148.888
9.130,148.718,148.888,181.198,148.677,148.863,149.191,148.626,149.042,148.377,149.130,148.933,252.523,148.544,148.393
9.135,149.137,148.736,181.147,148.677,149.171,149.190,149.109,149.184,148.443,148.814,149.226,252.523,149.039,149.203
9.140,148.308,148.168,181.194,148.537,148.167,148.845,148.855,148.710,148.546,147.965,148.726,279.067,148.708,148.515
9.145,148.659,148.214,181.201,148.934,148.402,149.154,148.499,148.648,148.487,148.353,147.930,279.067,148.928,149.069
9.150,148.604,148.751,181.149,148.681,148.649,148.438,148.614,148.745,148.740,148.932,148.419,279.067,148.341,148.212
9.155,148.847,148.319,181.156,148.403,148.472,0.000,148.590,148.915,148.125,148.779,148.469,279.067,148.965,148.313
9.160,147.898,148.071,181.185,147.647,148.047,148.135,147.865,147.780,148.027,147.822,147.955,285.075,148.416,148.041
9.165,147.906,147.955,181.199,147.871,148.124,148.319,147.904,148.167,148.452,147.758,148.411,285.075,147.999,148.385
9.170,148.197,148.169,181.196,148.245,148.218,147.988,147.962,148.418,147.942,148.715,147.990,285.075,148.311,147.363
9.175,148.250,148.006,181.157,148.094,148.157,147.742,148.143,147.736,148.203,148.279,148.519,285.075,148.312,147.959
9.180,147.170,147.920,181.129,147.153,148.139,147.472,147.342,147.047,147.586,147.976,147.359,286.485,147.815,147.977
9.185,147.368,147.642,181.235,147.674,147.233,0.000,147.445,147.681,147.785,147.507,147.894,286.485,147.960,147.151
9.190,147.663,147.248,181.221,147.673,147.999,148.080,147.755,147.271,147.451,147.566,148.171,286.485,147.728,147.338
9.195,147.498,147.585,181.222,147.597,147.587,147.754,147.644,147.370,148.285,147.810,147.729,286.485,147.402,147.604
9.200,147.745,146.701,181.254,147.062,147.074,146.624,146.992,147.268,147.388,147.121,146.918,10.513,147.516,147.626
9.205,147.273,146.914,181.192,147.034,146.878,147.101,146.755,147.214,146.685,146.632,147.813,10.513,147.563,147.147
9.210,147.434,147.293,181.212,147.252,147.556,146.918,146.479,146.923,147.082,146.936,147.166,10.513,146.977,146.797
9.215,147.033,146.615,181.215,147.160,146.552,146.780,147.615,146.638,147.663,147.220,147.369,10.513,146.919,147.404
9.220,146.472,146.579,181.165,145.968,146.290,146.143,146.958,146.469,146.284,146.555,146.735,146.564,146.475,146.651
9.225,146.483,146.394,181.161,146.210,146.141,146.221,146.726,146.874,146.127,146.475,146.556,146.564,146.393,146.318
9.230,146.767,146.721,181.194,146.225,146.456,146.320,146.321,147.057,146.011,146.209,147.240,146.564,146.637,146.214
9.235,146.348,146.420,181.113,146.785,146.157,146.511,145.950,146.210,145.955,145.615,146.928,146.564,146.462,146.382
9.240,146.256,146.028,181.163,145.390,146.155,145.691,145.520,145.493,146.039,146.445,146.121,331.702,145.537,145.818
9.245,145.558,145.783,181.277,146.149,146.033,145.946,145.247,145.539,146.004,145.873,146.273,331.702,145.320,145.525
9.250,146.083,146.100,181.196,145.167,145.928,145.427,145.709,145.957,145.760,145.659,145.645,331.702,145.778,145.353
9.255,145.861,145.822,181.189,146.137,146.060,146.247,145.628,146.480,145.995,145.918,145.378,331.702,145.803,145.240
9.260,144.950,144.809,181.179,145.204,144.805,145.123,145.529,144.594,145.181,144.764,144.641,138.477,145.068,144.983
9.265,145.539,145.082,181.172,144.702,145.410,144.967,145.313,144.936,144.682,145.848,144.752,138.477,145.479,144.780
9.270,145.356,145.040,181.239,145.387,144.776,145.117,144.876,145.038,145.473,145.094,144.964,138.477,145.451,145.301
9.275,145.005,145.550,181.271,144.801,145.232,144.421,144.608,144.963,145.302,144.948,145.359,138.477,145.052,144.974
9.280,144.052,144.021,181.220,144.189,144.172,144.620,144.021,144.706,144.143,144.551,144.220,329.873,144.316,144.244
9.285,144.535,143.800,181.182,143.927,143.840,143.796,144.188,143.948,144.051,144.136,144.588,329.873,143.718,144.130
9.290,144.042,144.627,181.259,144.365,143.605,144.217,144.192,144.285,144.358,143.762,144.203,329.873,143.988,144.387
9.295,144.450,144.067,181.220,144.463,144.044,144.230,143.756,143.882,144.031,144.227,144.393,329.873,144.282,143.853
9.300,143.184,142.925,181.152,143.767,142.967,144.204,143.767,143.363,143.513,143.194,143.564,115.697,143.823,144.031
9.305,143.487,143.150,181.166,143.404,143.281,143.487,143.836,143.497,143.890,143.273,143.492,115.697,143.638,143.846
9.310,143.195,143.199,181.199,143.209,143.826,143.423,143.011,143.584,143.446,144.028,142.649,115.697,143.320,143.722
9.315,143.397,143.301,181.129,143.439,143.248,144.434,143.383,143.181,143.294,143.447,143.114,115.697,143.602,143.707
9.320,143.073,143.192,181.279,142.451,142.149,142.518,142.875,142.573,142.583,142.845,142.548,312.642,142.629,142.530
9.325,143.098,142.470,181.237,142.949,142.176,142.349,142.645,142.686,142.689,142.476,142.497,312.642,142.277,142.917
9.330,142.430,142.726,181.195,142.706,142.487,142.465,142.597,142.713,142.249,142.353,142.482,312.642,142.712,142.699
9.335,142.492,142.683,181.222,142.072,142.780,142.489,142.765,142.277,142.877,143.489,142.659,312.642,142.026,143.225
9.340,141.134,141.435,181.194,142.043,141.557,141.434,141.655,141.587,141.986,141.849,141.344,135.784,141.139,141.061
9.345,141.729,141.089,181.169,141.491,141.770,141.285,141.671,141.352,141.731,141.323,141.401,135.784,141.518,141.452
9.350,141.981,142.158,181.211,141.289,141.697,141.907,141.773,142.000,141.742,141.205,141.610,135.784,141.484,141.552
9.355,141.383,141.461,181.260,141.494,141.545,142.123,141.481,141.252,141.634,141.392,141.386,135.784,141.311,141.754
9.360,140.379,140.373,181.180,140.184,141.045,140.917,140.726,140.599,140.128,140.454,140.301,63.588,140.547,140.819
9.365,140.762,140.786,181.149,140.771,140.321,140.593,140.477,140.417,140.845,140.927,140.569,63.588,140.595,140.325
9.370,140.483,140.364,181.156,140.077,141.113,140.946,140.217,140.550,140.417,140.450,140.448,63.588,140.341,140.685
9.375,140.712,140.458,181.236,140.373,140.390,140.247,140.717,141.112,140.620,140.939,141.081,63.588,140.626,140.683
9.380,140.089,139.871,181.089,139.264,139.634,139.097,140.163,138.904,139.174,139.903,139.494,77.085,139.409,139.545
9.385,139.761,139.444,181.237,139.990,139.650,139.644,139.877,140.085,139.576,139.726,140.177,77.085,139.679,139.686
9.390,139.825,139.645,181.203,139.753,139.798,140.015,140.047,139.550,139.764,139.801,139.653,77.085,139.594,139.720
9.395,140.190,139.475,181.195,139.383,140.413,139.351,139.277,139.413,139.202,139.473,139.694,77.085,139.916,139.742
9.400,138.612,138.945,181.196,138.787,139.121,138.087,138.051,138.171,139.075,138.861,138.438,205.332,138.705,138.247
9.405,138.748,138.027,181.250,138.997,138.372,138.499,138.953,138.533,138.798,138.196,138.646,205.332,138.462,138.657
9.410,138.558,137.677,181.202,138.835,138.680,138.602,138.944,139.241,138.571,138.318,138.305,205.332,138.355,138.308
9.415,138.311,138.531,181.202,138.774,138.532,138.483,138.216,138.444,138.636,138.785,138.505,205.332,138.449,137.923
9.420,137.892,137.272,181.191,137.467,137.562,137.446,137.957,137.890,137.500,137.437,137.426,163.584,137.437,137.050
9.425,136.988,138.210,181.202,137.186,137.422,137.678,137.283,137.182,137.336,137.232,137.083,163.584,137.843,137.490
9.430,137.432,137.398,181.185,137.284,137.127,137.113,137.224,137.357,137.061,137.911,137.573,163.584,137.003,137.771
9.435,137.058,137.403,181.126,137.322,137.276,137.233,136.921,137.324,137.422,137.426,137.057,163.584,137.750,137.678
9.440,135.980,136.424,181.236,136.462,136.373,135.994,136.421,136.843,136.283,136.720,136.238,22.949,136.342,135.967
9.445,135.840,136.282,181.235,136.273,136.651,136.030,136.154,136.155,136.632,135.900,136.659,22.949,136.536,136.283
9.450,136.151,136.378,181.192,136.453,136.123,136.045,135.887,135.769,136.125,136.208,135.986,22.949,135.969,136.389
9.455,136.369,135.926,181.195,136.668,136.116,136.263,135.641,135.634,136.193,136.372,136.248,22.949,135.816,136.489
9.460,135.397,134.878,181.222,134.626,134.764,135.237,135.486,135.078,135.049,135.173,134.908,30.434,135.114,135.216
9.465,134.437,135.404,181.195,135.035,135.099,134.994,135.266,135.204,134.267,135.254,135.136,30.434,135.109,134.915
9.470,135.074,134.618,181.163,134.698,134.624,135.303,134.487,135.388,134.718,135.095,134.785,30.434,135.326,134.514
9.475,134.885,134.859,181.317,134.315,134.584,134.823,134.798,135.338,135.253,134.944,135.114,30.434,134.905,134.946
9.480,133.549,133.815,181.213,133.945,134.030,0.000,133.331,133.644,133.197,133.728,133.558,348.126,133.895,133.979
9.485,133.702,133.926,181.209,133.782,133.784,133.690,133.654,134.522,133.709,134.182,133.826,348.126,133.386,134.103
9.490,133.797,133.720,181.151,133.485,133.412,0.000,133.934,133.604,133.494,133.948,133.810,348.126,133.873,133.554
9.495,133.705,133.897,181.264,133.866,133.234,133.807,133.543,133.733,133.830,133.249,133.323,348.126,134.163,133.549
9.500,132.426,132.637,181.231,131.816,132.668,131.899,132.119,132.016,132.893,132.257,132.462,43.434,132.464,132.366
9.505,133.084,132.429,181.286,133.211,132.414,133.053,132.487,132.594,132.817,132.440,132.865,43.434,132.912,132.735
9.510,132.458,132.179,181.152,132.651,132.729,132.359,132.894,132.389,132.720,132.496,132.470,43.434,132.326,132.001
9.515,132.528,132.538,181.234,132.241,132.194,132.769,132.479,132.716,132.705,132.243,132.206,43.434,132.653,132.132
9.520,130.728,130.875,181.251,131.106,130.780,131.485,131.583,130.704,131.159,131.052,130.695,326.747,130.732,131.159
